venue,asset,ladder,event,ticker,contract,settle_utc,strike_type,floor,cap,yes_bid,yes_ask,no_bid,no_ask,last,volume,open_interest,bid_depth,ask_depth
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1232,"$1,230 to 1,234.99",2026-08-03T16:00:00Z,between,1230.0,1234.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1237,"$1,235 to 1,239.99",2026-08-03T16:00:00Z,between,1235.0,1239.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1242,"$1,240 to 1,244.99",2026-08-03T16:00:00Z,between,1240.0,1244.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1247,"$1,245 to 1,249.99",2026-08-03T16:00:00Z,between,1245.0,1249.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1252,"$1,250 to 1,254.99",2026-08-03T16:00:00Z,between,1250.0,1254.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1257,"$1,255 to 1,259.99",2026-08-03T16:00:00Z,between,1255.0,1259.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1262,"$1,260 to 1,264.99",2026-08-03T16:00:00Z,between,1260.0,1264.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1267,"$1,265 to 1,269.99",2026-08-03T16:00:00Z,between,1265.0,1269.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1272,"$1,270 to 1,274.99",2026-08-03T16:00:00Z,between,1270.0,1274.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1277,"$1,275 to 1,279.99",2026-08-03T16:00:00Z,between,1275.0,1279.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1282,"$1,280 to 1,284.99",2026-08-03T16:00:00Z,between,1280.0,1284.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1287,"$1,285 to 1,289.99",2026-08-03T16:00:00Z,between,1285.0,1289.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1292,"$1,290 to 1,294.99",2026-08-03T16:00:00Z,between,1290.0,1294.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1297,"$1,295 to 1,299.99",2026-08-03T16:00:00Z,between,1295.0,1299.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1302,"$1,300 to 1,304.99",2026-08-03T16:00:00Z,between,1300.0,1304.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1307,"$1,305 to 1,309.99",2026-08-03T16:00:00Z,between,1305.0,1309.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1312,"$1,310 to 1,314.99",2026-08-03T16:00:00Z,between,1310.0,1314.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1317,"$1,315 to 1,319.99",2026-08-03T16:00:00Z,between,1315.0,1319.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1322,"$1,320 to 1,324.99",2026-08-03T16:00:00Z,between,1320.0,1324.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1327,"$1,325 to 1,329.99",2026-08-03T16:00:00Z,between,1325.0,1329.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1332,"$1,330 to 1,334.99",2026-08-03T16:00:00Z,between,1330.0,1334.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1337,"$1,335 to 1,339.99",2026-08-03T16:00:00Z,between,1335.0,1339.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1342,"$1,340 to 1,344.99",2026-08-03T16:00:00Z,between,1340.0,1344.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1347,"$1,345 to 1,349.99",2026-08-03T16:00:00Z,between,1345.0,1349.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1352,"$1,350 to 1,354.99",2026-08-03T16:00:00Z,between,1350.0,1354.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1357,"$1,355 to 1,359.99",2026-08-03T16:00:00Z,between,1355.0,1359.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1362,"$1,360 to 1,364.99",2026-08-03T16:00:00Z,between,1360.0,1364.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1367,"$1,365 to 1,369.99",2026-08-03T16:00:00Z,between,1365.0,1369.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1372,"$1,370 to 1,374.99",2026-08-03T16:00:00Z,between,1370.0,1374.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1377,"$1,375 to 1,379.99",2026-08-03T16:00:00Z,between,1375.0,1379.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1382,"$1,380 to 1,384.99",2026-08-03T16:00:00Z,between,1380.0,1384.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1387,"$1,385 to 1,389.99",2026-08-03T16:00:00Z,between,1385.0,1389.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1392,"$1,390 to 1,394.99",2026-08-03T16:00:00Z,between,1390.0,1394.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1397,"$1,395 to 1,399.99",2026-08-03T16:00:00Z,between,1395.0,1399.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1402,"$1,400 to 1,404.99",2026-08-03T16:00:00Z,between,1400.0,1404.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1407,"$1,405 to 1,409.99",2026-08-03T16:00:00Z,between,1405.0,1409.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1412,"$1,410 to 1,414.99",2026-08-03T16:00:00Z,between,1410.0,1414.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1417,"$1,415 to 1,419.99",2026-08-03T16:00:00Z,between,1415.0,1419.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1422,"$1,420 to 1,424.99",2026-08-03T16:00:00Z,between,1420.0,1424.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1427,"$1,425 to 1,429.99",2026-08-03T16:00:00Z,between,1425.0,1429.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1432,"$1,430 to 1,434.99",2026-08-03T16:00:00Z,between,1430.0,1434.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1437,"$1,435 to 1,439.99",2026-08-03T16:00:00Z,between,1435.0,1439.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1442,"$1,440 to 1,444.99",2026-08-03T16:00:00Z,between,1440.0,1444.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1447,"$1,445 to 1,449.99",2026-08-03T16:00:00Z,between,1445.0,1449.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1452,"$1,450 to 1,454.99",2026-08-03T16:00:00Z,between,1450.0,1454.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1457,"$1,455 to 1,459.99",2026-08-03T16:00:00Z,between,1455.0,1459.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1462,"$1,460 to 1,464.99",2026-08-03T16:00:00Z,between,1460.0,1464.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1467,"$1,465 to 1,469.99",2026-08-03T16:00:00Z,between,1465.0,1469.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1472,"$1,470 to 1,474.99",2026-08-03T16:00:00Z,between,1470.0,1474.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1477,"$1,475 to 1,479.99",2026-08-03T16:00:00Z,between,1475.0,1479.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1482,"$1,480 to 1,484.99",2026-08-03T16:00:00Z,between,1480.0,1484.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1487,"$1,485 to 1,489.99",2026-08-03T16:00:00Z,between,1485.0,1489.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1492,"$1,490 to 1,494.99",2026-08-03T16:00:00Z,between,1490.0,1494.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1497,"$1,495 to 1,499.99",2026-08-03T16:00:00Z,between,1495.0,1499.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1502,"$1,500 to 1,504.99",2026-08-03T16:00:00Z,between,1500.0,1504.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1507,"$1,505 to 1,509.99",2026-08-03T16:00:00Z,between,1505.0,1509.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1512,"$1,510 to 1,514.99",2026-08-03T16:00:00Z,between,1510.0,1514.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1517,"$1,515 to 1,519.99",2026-08-03T16:00:00Z,between,1515.0,1519.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1522,"$1,520 to 1,524.99",2026-08-03T16:00:00Z,between,1520.0,1524.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1527,"$1,525 to 1,529.99",2026-08-03T16:00:00Z,between,1525.0,1529.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1532,"$1,530 to 1,534.99",2026-08-03T16:00:00Z,between,1530.0,1534.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1537,"$1,535 to 1,539.99",2026-08-03T16:00:00Z,between,1535.0,1539.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1542,"$1,540 to 1,544.99",2026-08-03T16:00:00Z,between,1540.0,1544.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1547,"$1,545 to 1,549.99",2026-08-03T16:00:00Z,between,1545.0,1549.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1552,"$1,550 to 1,554.99",2026-08-03T16:00:00Z,between,1550.0,1554.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1557,"$1,555 to 1,559.99",2026-08-03T16:00:00Z,between,1555.0,1559.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1562,"$1,560 to 1,564.99",2026-08-03T16:00:00Z,between,1560.0,1564.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1567,"$1,565 to 1,569.99",2026-08-03T16:00:00Z,between,1565.0,1569.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1572,"$1,570 to 1,574.99",2026-08-03T16:00:00Z,between,1570.0,1574.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1577,"$1,575 to 1,579.99",2026-08-03T16:00:00Z,between,1575.0,1579.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1582,"$1,580 to 1,584.99",2026-08-03T16:00:00Z,between,1580.0,1584.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1587,"$1,585 to 1,589.99",2026-08-03T16:00:00Z,between,1585.0,1589.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1592,"$1,590 to 1,594.99",2026-08-03T16:00:00Z,between,1590.0,1594.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1597,"$1,595 to 1,599.99",2026-08-03T16:00:00Z,between,1595.0,1599.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1602,"$1,600 to 1,604.99",2026-08-03T16:00:00Z,between,1600.0,1604.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1607,"$1,605 to 1,609.99",2026-08-03T16:00:00Z,between,1605.0,1609.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1612,"$1,610 to 1,614.99",2026-08-03T16:00:00Z,between,1610.0,1614.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1617,"$1,615 to 1,619.99",2026-08-03T16:00:00Z,between,1615.0,1619.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1622,"$1,620 to 1,624.99",2026-08-03T16:00:00Z,between,1620.0,1624.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1627,"$1,625 to 1,629.99",2026-08-03T16:00:00Z,between,1625.0,1629.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1632,"$1,630 to 1,634.99",2026-08-03T16:00:00Z,between,1630.0,1634.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1637,"$1,635 to 1,639.99",2026-08-03T16:00:00Z,between,1635.0,1639.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1642,"$1,640 to 1,644.99",2026-08-03T16:00:00Z,between,1640.0,1644.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1647,"$1,645 to 1,649.99",2026-08-03T16:00:00Z,between,1645.0,1649.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1652,"$1,650 to 1,654.99",2026-08-03T16:00:00Z,between,1650.0,1654.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1657,"$1,655 to 1,659.99",2026-08-03T16:00:00Z,between,1655.0,1659.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1662,"$1,660 to 1,664.99",2026-08-03T16:00:00Z,between,1660.0,1664.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1667,"$1,665 to 1,669.99",2026-08-03T16:00:00Z,between,1665.0,1669.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1672,"$1,670 to 1,674.99",2026-08-03T16:00:00Z,between,1670.0,1674.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1677,"$1,675 to 1,679.99",2026-08-03T16:00:00Z,between,1675.0,1679.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1682,"$1,680 to 1,684.99",2026-08-03T16:00:00Z,between,1680.0,1684.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1687,"$1,685 to 1,689.99",2026-08-03T16:00:00Z,between,1685.0,1689.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1692,"$1,690 to 1,694.99",2026-08-03T16:00:00Z,between,1690.0,1694.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1697,"$1,695 to 1,699.99",2026-08-03T16:00:00Z,between,1695.0,1699.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1702,"$1,700 to 1,704.99",2026-08-03T16:00:00Z,between,1700.0,1704.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1707,"$1,705 to 1,709.99",2026-08-03T16:00:00Z,between,1705.0,1709.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1712,"$1,710 to 1,714.99",2026-08-03T16:00:00Z,between,1710.0,1714.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1717,"$1,715 to 1,719.99",2026-08-03T16:00:00Z,between,1715.0,1719.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1722,"$1,720 to 1,724.99",2026-08-03T16:00:00Z,between,1720.0,1724.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1727,"$1,725 to 1,729.99",2026-08-03T16:00:00Z,between,1725.0,1729.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1732,"$1,730 to 1,734.99",2026-08-03T16:00:00Z,between,1730.0,1734.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1737,"$1,735 to 1,739.99",2026-08-03T16:00:00Z,between,1735.0,1739.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1742,"$1,740 to 1,744.99",2026-08-03T16:00:00Z,between,1740.0,1744.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1747,"$1,745 to 1,749.99",2026-08-03T16:00:00Z,between,1745.0,1749.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1752,"$1,750 to 1,754.99",2026-08-03T16:00:00Z,between,1750.0,1754.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1757,"$1,755 to 1,759.99",2026-08-03T16:00:00Z,between,1755.0,1759.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1762,"$1,760 to 1,764.99",2026-08-03T16:00:00Z,between,1760.0,1764.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1767,"$1,765 to 1,769.99",2026-08-03T16:00:00Z,between,1765.0,1769.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1772,"$1,770 to 1,774.99",2026-08-03T16:00:00Z,between,1770.0,1774.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1777,"$1,775 to 1,779.99",2026-08-03T16:00:00Z,between,1775.0,1779.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1782,"$1,780 to 1,784.99",2026-08-03T16:00:00Z,between,1780.0,1784.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1787,"$1,785 to 1,789.99",2026-08-03T16:00:00Z,between,1785.0,1789.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1792,"$1,790 to 1,794.99",2026-08-03T16:00:00Z,between,1790.0,1794.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1797,"$1,795 to 1,799.99",2026-08-03T16:00:00Z,between,1795.0,1799.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1802,"$1,800 to 1,804.99",2026-08-03T16:00:00Z,between,1800.0,1804.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1807,"$1,805 to 1,809.99",2026-08-03T16:00:00Z,between,1805.0,1809.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1812,"$1,810 to 1,814.99",2026-08-03T16:00:00Z,between,1810.0,1814.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1817,"$1,815 to 1,819.99",2026-08-03T16:00:00Z,between,1815.0,1819.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1822,"$1,820 to 1,824.99",2026-08-03T16:00:00Z,between,1820.0,1824.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1827,"$1,825 to 1,829.99",2026-08-03T16:00:00Z,between,1825.0,1829.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1832,"$1,830 to 1,834.99",2026-08-03T16:00:00Z,between,1830.0,1834.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1837,"$1,835 to 1,839.99",2026-08-03T16:00:00Z,between,1835.0,1839.99,0.0,0.18,0.82,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1842,"$1,840 to 1,844.99",2026-08-03T16:00:00Z,between,1840.0,1844.99,0.0,0.02,0.98,1.0,0.0,0.0,0.0,0,0
kalshi,ETH,range,KXETH-26AUG0312,KXETH-26AUG0312-B1847,"$1,845 to 1,849.99",2026-08-03T16:00:00Z,between,1845.0,1849.99,0.0,0.04,0.96,1.0,0.0,0.0,0.0,0,0
