venue,asset,ladder,event,ticker,contract,settle_utc,best_bid,best_ask,last,volume,liquidity,bid_depth,ask_depth,yes_token
polymarket,ETH,range,ethereum-price-on-august-4-2026,will-the-price-of-ethereum-be-greater-than-2400-on-august-4-2026,">2,400",2026-08-04T16:00:00Z,,0.001,0.001,397.211,16504.58471,0,36563.89,15934836811488088911141160982410751164942362324887793636123178865537443086043
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-less-than-1400-on-august-5-2026,"<1,400",2026-08-05T16:00:00Z,,0.001,0.001,375,14280.8024,0,34969.869999999995,88246241759124737183280118505989794763502973254575714665567965949742302899352
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-between-1400-1500-on-august-5-2026,"1,400-1,500",2026-08-05T16:00:00Z,0.002,0.015,,101.62466599999999,7472.93827,713.37,27739.14,30177693773319983241097868084531910275445249819634195109399692535137928514716
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-between-1500-1600-on-august-5-2026,"1,500-1,600",2026-08-05T16:00:00Z,0.002,0.029,,63.0058,4130.31293,755.0,25272.72,88533870242370702365958299140334327802608640671940925030222303622765325955914
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-between-1600-1700-on-august-5-2026,"1,600-1,700",2026-08-05T16:00:00Z,0.01,0.025,,110,4143.10858,818.26,24444.500000000004,37160964772888109049990935517384202775420049808332378281689432320998097440290
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-between-1700-1800-on-august-5-2026,"1,700-1,800",2026-08-05T16:00:00Z,0.12,0.18,,24.259999999999998,4463.7596,3617.12,16987.34,1477880738295333790031811411766703901361003661048953064292923886813962083706
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-between-1800-1900-on-august-5-2026,"1,800-1,900",2026-08-05T16:00:00Z,0.53,0.61,0.58,437.74431,4367.27,15303.119999999999,15246.400000000001,101470511216853629330279973884660796486220193914300294983236365405812913529417
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-between-1900-2000-on-august-5-2026,"1,900-2,000",2026-08-05T16:00:00Z,0.23,0.3,0.28,85.84878900000001,4232.2395,11067.119999999999,15981.0,39462473811795247552091949944506046547713140275300935110765961972243888333672
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-between-2000-2100-on-august-5-2026,"2,000-2,100",2026-08-05T16:00:00Z,0.01,0.049,0.07,100,4154.99546,12048.28,24725.21,107023807545494146325334104904145028345807489971235083592458691117471686888315
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-between-2100-2200-on-august-5-2026,"2,100-2,200",2026-08-05T16:00:00Z,0.003,0.028,,60,4260.56799,940.0,24756.74,16511911720247204471294221306855394019313786883626224780802408411298238491960
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-between-2200-2300-on-august-5-2026,"2,200-2,300",2026-08-05T16:00:00Z,0.001,0.029,,160,4357.5378,655.0,25371.76,33113197023059894189097617320079219831889190104136122570723717602882926366473
polymarket,ETH,range,ethereum-price-on-august-5-2026,will-the-price-of-ethereum-be-greater-than-2300-on-august-5-2026,">2,300",2026-08-05T16:00:00Z,,0.001,0.001,759.627,22254.54089,0,151452.95,19268100017055782110783296785799657203118695300113390533014493137396814914430
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-less-than-1500-on-august-6-2026,"<1,500",2026-08-06T16:00:00Z,0.002,0.027,,65,3974.96487,755.0,24425.039999999997,89517222187379282797989156094242607867678497616467908071463346120456205800903
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-between-1500-1600-on-august-6-2026,"1,500-1,600",2026-08-06T16:00:00Z,0.002,0.029,,65,3849.91937,755.0,23946.219999999998,11276175411087816926036505613549988159421803925365236390323676419572341473478
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-between-1600-1700-on-august-6-2026,"1,600-1,700",2026-08-06T16:00:00Z,0.01,0.046,,5,4036.74425,12008.99,24256.78,59242844376461463727862181266004242013442658047518664840398736834472078347906
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-between-1700-1800-on-august-6-2026,"1,700-1,800",2026-08-06T16:00:00Z,0.17,0.24,0.25,38.31,4415.886,3923.9,16959.12,11012946032117772694558552874905263314553106243589453283500570295535948522007
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-between-1800-1900-on-august-6-2026,"1,800-1,900",2026-08-06T16:00:00Z,0.44,0.5,0.49,385.425392,4273.2866,14523.9,15136.55,95539193713586878162658871148979867316399589903252569058460251508681613060787
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-between-1900-2000-on-august-6-2026,"1,900-2,000",2026-08-06T16:00:00Z,0.25,0.31,,,4250.2875,11028.9,16202.75,58065390183265509115834993412965464599985087630823191284851424575630825534166
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-between-2000-2100-on-august-6-2026,"2,000-2,100",2026-08-06T16:00:00Z,0.011,0.075,,,3971.05783,3805.59,16400.73,16687645627390695234347055626512796916775383912868084433166955816117435200272
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-between-2100-2200-on-august-6-2026,"2,100-2,200",2026-08-06T16:00:00Z,0.01,0.031,,10,4012.77934,960.0,24420.449999999997,68791646280246452785032950981627640873085285880185243716148972562375189040553
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-between-2200-2300-on-august-6-2026,"2,200-2,300",2026-08-06T16:00:00Z,0.002,0.028,,65,3913.56479,755.0,24138.71,80647722989335456990449776786066222568975090670252176473324799343029525563879
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-between-2300-2400-on-august-6-2026,"2,300-2,400",2026-08-06T16:00:00Z,0.001,0.028,,165,3982.96498,655.0,24502.19,17170922149011032206634630585401628555349918472249861848198130802267456601580
polymarket,ETH,range,ethereum-price-on-august-6-2026,will-the-price-of-ethereum-be-greater-than-2400-on-august-6-2026,">2,400",2026-08-06T16:00:00Z,0.001,0.009,,250,1102.89799,156.0,9345.970000000001,57601275864512111267500584243010517806513752457181291485831279971648218380717
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-less-than-1400-on-august-7-2026,"<1,400",2026-08-07T16:00:00Z,0.002,0.028,,15,2987.53412,755.0,12130.519999999999,69909021028489238124647140849215103729954624860133562527202881673602943838312
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-between-1400-1500-on-august-7-2026,"1,400-1,500",2026-08-07T16:00:00Z,0.003,0.029,,15,2965.38985,1055.0,12108.419999999998,89940017340290079224997447987357094833762551596743403843576864760623656378667
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-between-1500-1600-on-august-7-2026,"1,500-1,600",2026-08-07T16:00:00Z,0.003,0.029,,15,2999.24458,1055.0,12075.39,54007051307845480217786802246775388103754938678594356200399039186244886002920
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-between-1600-1700-on-august-7-2026,"1,600-1,700",2026-08-07T16:00:00Z,0.018,0.06,,,2947.56647,4012.99,4103.73,51466191087668903998804717585366776327225000324518888509214074649064297852038
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-between-1700-1800-on-august-7-2026,"1,700-1,800",2026-08-07T16:00:00Z,0.18,0.24,,12.98,2950.3375,3023.9,4103.82,22796881851724206918722771325467785328400100302343371912935857974392409782652
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-between-1800-1900-on-august-7-2026,"1,800-1,900",2026-08-07T16:00:00Z,0.38,0.46,0.41,78.49935500000001,2907.3672,3023.9,3894.7,89332161419127521106204692124874842304910155814895886713587745435784103154626
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-between-1900-2000-on-august-7-2026,"1,900-2,000",2026-08-07T16:00:00Z,0.24,0.31,,,2841.9376,3032.8,4058.34,55078709986005655156724985418663603586583732572759080491235395836043754511041
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-between-2000-2100-on-august-7-2026,"2,000-2,100",2026-08-07T16:00:00Z,0.03,0.1,,,2911.2087,3015.0,3841.3,109038484746590219246964697616861236578580254999244135454046542395518270291280
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-between-2100-2200-on-august-7-2026,"2,100-2,200",2026-08-07T16:00:00Z,0.01,0.036,,,2980.12343,4033.22,4103.92,38827454610766525507131753548012177499082185807067329816294450686175264859498
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-between-2200-2300-on-august-7-2026,"2,200-2,300",2026-08-07T16:00:00Z,0.003,0.029,,15,2983.64835,1055.0,12097.199999999999,105926107532991993721071040224923519564701981360871885286382146326128460590411
polymarket,ETH,range,ethereum-price-on-august-7-2026,will-the-price-of-ethereum-be-greater-than-2300-on-august-7-2026,">2,300",2026-08-07T16:00:00Z,0.002,0.028,,15,2980.84993,255.0,11944.91,10259340469077704253424217683030062381513229578432941987336787554533856455511
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-less-than-1400-on-august-8-2026,"<1,400",2026-08-08T16:00:00Z,0.003,0.028,,60,2987.04695,1055.0,11919.24,78290305557988166358052556474767128738812684608862697179483569436842190003112
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-between-1400-1500-on-august-8-2026,"1,400-1,500",2026-08-08T16:00:00Z,0.003,0.029,,60,2948.98382,1055.0,11858.43,106918138260332910630599558076294720680191441049901338355868386582623604247746
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-between-1500-1600-on-august-8-2026,"1,500-1,600",2026-08-08T16:00:00Z,0.002,0.03,,,2958.09298,455.0,3889.4300000000003,111550821518463196901981494164394446212412018805871222316556840867913111384697
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-between-1600-1700-on-august-8-2026,"1,600-1,700",2026-08-08T16:00:00Z,0.01,0.08,,,2902.9675,3010.0,4014.73,107922488768415806341157521361741767921902464707095011706234361797218495418850
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-between-1700-1800-on-august-8-2026,"1,700-1,800",2026-08-08T16:00:00Z,0.18,0.26,,,2801.7197,3067.12,3829.73,97951937997894363864053633534142564348119183398931207242419924063166365152165
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-between-1800-1900-on-august-8-2026,"1,800-1,900",2026-08-08T16:00:00Z,0.35,0.43,0.41,12.19512,2798.4799,3103.12,3820.83,24836891523836400929671978274009829149159990443323958358933865186063101545321
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-between-1900-2000-on-august-8-2026,"1,900-2,000",2026-08-08T16:00:00Z,0.22,0.3,,,2798.4,3067.12,3808.96,58476176076377954753444037036239149801758917428680055166709346892587644316707
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-between-2000-2100-on-august-8-2026,"2,000-2,100",2026-08-08T16:00:00Z,0.04,0.11,,,2915.3873,3096.0,3994.55,12079297943134196777043010137623720121811838015666451080249276262089251734024
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-between-2100-2200-on-august-8-2026,"2,100-2,200",2026-08-08T16:00:00Z,0.01,0.04,,,3009.52023,4049.9500000000003,4204.04,56420001326950001698756592456215591046211103523843380012860328682449718715003
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-between-2200-2300-on-august-8-2026,"2,200-2,300",2026-08-08T16:00:00Z,0.003,0.03,,60,3027.05135,1055.0,11953.689999999999,66668499174683481601071870474327070434341241170468711036400483706321639072393
polymarket,ETH,range,ethereum-price-on-august-8-2026,will-the-price-of-ethereum-be-greater-than-2300-on-august-8-2026,">2,300",2026-08-08T16:00:00Z,0.003,0.029,,60,2975.32447,1055.0,11942.64,30766071006551238242527707575012438628594038798692138481085219124651930957544
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-less-than-1400-on-august-9-2026,"<1,400",2026-08-09T16:00:00Z,0.002,0.029,,60,2980.64164,955.0,11882.15,35089445714240779058354927998993009966807913231850122130425354257284776040541
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-between-1400-1500-on-august-9-2026,"1,400-1,500",2026-08-09T16:00:00Z,0.002,0.029,,60,2940.46259,955.0,12391.57,43768061610376720449934896378278358199841640719395887724894309186943449373278
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-between-1500-1600-on-august-9-2026,"1,500-1,600",2026-08-09T16:00:00Z,0.01,0.033,,,2909.93274,587.97,3887.66,78006506475475938549977126772793326526595192356658314539095109326563790701749
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-between-1600-1700-on-august-9-2026,"1,600-1,700",2026-08-09T16:00:00Z,0.01,0.08,,,2834.4119,3010.0,3868.23,35798767937411087525698287011552972471962760975777407944474065545315485708049
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-between-1700-1800-on-august-9-2026,"1,700-1,800",2026-08-09T16:00:00Z,0.19,0.26,0.17,15,2845.5598,3017.4,3747.08,20623704919424055113303137889320309320066918252647489480313039655962474240348
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-between-1800-1900-on-august-9-2026,"1,800-1,900",2026-08-09T16:00:00Z,0.33,0.41,,,2851.3595,3054.34,3757.61,110442757573220207584266147342138918083569320735523964395026163407067566846987
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-between-1900-2000-on-august-9-2026,"1,900-2,000",2026-08-09T16:00:00Z,0.23,0.29,,,2903.518,3060.4,3752.0,93166526095606667611780906314368699655635162898204226961429194217135936536670
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-between-2000-2100-on-august-9-2026,"2,000-2,100",2026-08-09T16:00:00Z,0.05,0.11,,,2932.2516,3047.0,3980.88,40821055543764788201636678983337110017968542909986202055420545887718204402107
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-between-2100-2200-on-august-9-2026,"2,100-2,200",2026-08-09T16:00:00Z,0.01,0.045,,,2953.4756,4068.06,3960.68,53501864570335663872818545165837596625779936000610648089470363336966940366017
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-between-2200-2300-on-august-9-2026,"2,200-2,300",2026-08-09T16:00:00Z,0.002,0.03,,61.7735,2982.64169,953.22,11843.83,39951299196261396798649241307749027153182751867078883182451938722183248227321
polymarket,ETH,range,ethereum-price-on-august-9-2026,will-the-price-of-ethereum-be-greater-than-2300-on-august-9-2026,">2,300",2026-08-09T16:00:00Z,0.002,0.029,,60,2984.2307,955.0,11986.09,73714519703295766251334420839336609308687806976779641893321352111531651311818
